id,profile_url,name,first_name,company,profile_url.1,company_website,headline,about_snippet,location,industry,employee_count,quality_score,icp_score,icp_signal_type,signal_text,source,scrapin_profile_json,scrapin_fetched_at,posts_data,inferred_pain_points,msg_connection_note,msg_first_dm,msg_followup_day7,msg_followup_day14,msg_followup_day21,msg_followup_day28,pipeline_stage,enrichment_status,created_at,updated_at,msg_word_count_note,msg_word_count_dm
51328b2f-3af8-4abe-828c-6d1a244aa9f3,https://www.linkedin.com/in/soleun,Sol Eun,Sol,Uiflow,https://www.linkedin.com/in/soleun,https://www.ycombinator.com/companies/uiflow,Founder/CEO at Uiflow (YC W21),No-code platform for enterprise software companies,United States,"Developer Tools, SaaS, B2B",21.0,,100,,No-code platform for enterprise software companies. At Uiflow we are building a platform that allows for developers and designers to build production applications at the speed of thought,YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~21 people) with increasing coordination complexity","Sol, saw how Uiflow is scaling. What you're building at Uiflow looks interesting. Curious how you're managing keeping engineers focused on building?","Sol, spent time on Uiflow's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Sol, not trying to be pushy — just thinking about Uiflow's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Sol, one more thought: Uiflow is solving what you're building at Uiflow — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Sol, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Uiflow.","Sol, last note from me — leaving the door open whenever the timing works. Loved what you're building at Uiflow.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,22,39
5c047604-c60f-4b23-86d7-1cea899cd0ce,https://www.linkedin.com/in/sygitowicz,Jarek Sygitowicz,Jarek,Authologic,https://www.linkedin.com/in/sygitowicz,https://authologic.com,Founder/CEO at Authologic (YC W21),Stripe for online identity verification,United States,Technology,33.0,,100,,Stripe for online identity verification. Authologic is an orchestration and aggregation layer for local KYC & AML methods,YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~33 people) with increasing coordination complexity","Jarek, saw how Authologic is scaling. What you're building at Authologic looks interesting. Curious how you're managing product delivery?","Jarek, spent time on Authologic's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Jarek, not trying to be pushy — just thinking about Authologic's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Jarek, one more thought: Authologic is solving what you're building at Authologic — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Jarek, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Authologic.","Jarek, last note from me — leaving the door open whenever the timing works. Loved what you're building at Authologic.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
6b74f2f7-ff79-4206-b9f2-bcea044f29f7,https://www.linkedin.com/in/adamhearne,Adam Hearne,Adam,CarbonChain,https://www.linkedin.com/in/adamhearne,https://carbonchain.com,Founder/CEO at CarbonChain (YC S20),We help companies automate the accounting of their carbon emissions,United States,Technology,16.0,,100,,We help companies automate the accounting of their carbon emissions. We’re building a SaaS tool that enables companies in highly polluting industries to track their supply chain carbon emissions so they can mitigate risks from incoming carbon taxes and government penalties,YC S20,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~16 people) with increasing coordination complexity","Adam, saw how CarbonChain is scaling. What you're building at CarbonChain looks interesting. Curious how you're managing product delivery?","Adam, spent time on CarbonChain's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Adam, not trying to be pushy — just thinking about CarbonChain's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Adam, one more thought: CarbonChain is solving what you're building at CarbonChain — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Adam, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for CarbonChain.","Adam, last note from me — leaving the door open whenever the timing works. Loved what you're building at CarbonChain.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
a9c399dc-5f24-424b-b199-97446eb67361,https://www.linkedin.com/in/luis-alberto-guevara-mendoza-23511656,Saul Armando Lepe Soltero,Saul,My NextDerma,https://www.linkedin.com/in/luis-alberto-guevara-mendoza-23511656,https://mynextderma.com,Founder/CEO at My NextDerma (YC W21),Dermatology telehealth app for LatAm,United States,Technology,12.0,,100,,"Dermatology telehealth app for LatAm. Dermatologist 👩🏻‍⚕️ virtual clinic in LATAM, with great dermatologists that consult, prescribe and send treatment to your doorstep
In 🇲🇽 Mexico 8 out of 10 teenagers have acne, and there is only a ratio of 1 Dermatologist 👨🏽‍⚕️ per 50,000 🌎 population",YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~12 people) with increasing coordination complexity","Saul, saw how My NextDerma is scaling. What you're building at My NextDerma looks interesting. Curious how you're managing product delivery?","Saul, spent time on My NextDerma's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Saul, not trying to be pushy — just thinking about My NextDerma's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Saul, one more thought: My NextDerma is solving what you're building at My NextDerma — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Saul, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for My NextDerma.","Saul, last note from me — leaving the door open whenever the timing works. Loved what you're building at My NextDerma.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,21,37
36dcaaec-8344-481c-9859-c972e71dc66b,https://www.linkedin.com/in/donpansacola,Don Pansacola,Don,NextPay,https://www.linkedin.com/in/donpansacola,https://nextpay.world,Founder/CEO at NextPay (YC W21),The digital bank for small businesses in the Philippines.,United States,"Fintech, B2B",25.0,,100,,The digital bank for small businesses in the Philippines.. NextPay is a digital bank for small businesses and entrepreneurs in The Philippines,YC W21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~25 people) with increasing coordination complexity","Don, saw how NextPay is scaling. What you're building at NextPay looks interesting. Curious how you're managing product delivery?","Don, spent time on NextPay's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Don, not trying to be pushy — just thinking about NextPay's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Don, one more thought: NextPay is solving what you're building at NextPay — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Don, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for NextPay.","Don, last note from me — leaving the door open whenever the timing works. Loved what you're building at NextPay.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
5a53b1c1-bc5d-4a65-b714-cf167af37c14,https://www.linkedin.com/in/lauracrabtree,Laura Crabtree,Laura,Epsilon3,https://www.linkedin.com/in/lauracrabtree,https://www.epsilon3.io/,Founder/CEO at Epsilon3 (YC S21),"AI-Powered ERP, MES, and Test Software for Complex Operations",United States,"SaaS, B2B",12.0,,100,,"AI-Powered ERP, MES, and Test Software for Complex Operations. Epsilon3 is the AI-Powered ERP, MES, and Test Management Software for Complex Engineering, Manufacturing, & Operations",YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~12 people) with increasing coordination complexity","Laura, saw how Epsilon3 is scaling. What you're building at Epsilon3 looks interesting. Curious how you're managing keeping engineers focused on building?","Laura, spent time on Epsilon3's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Laura, not trying to be pushy — just thinking about Epsilon3's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Laura, one more thought: Epsilon3 is solving what you're building at Epsilon3 — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Laura, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Epsilon3.","Laura, last note from me — leaving the door open whenever the timing works. Loved what you're building at Epsilon3.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,22,39
8b9b7d92-bb81-4929-a476-3eda8c8aecb9,https://www.linkedin.com/in/zainmk,Zain Khan,Zain,InstaKin,https://www.linkedin.com/in/zainmk,https://instakin.com/,Founder/CEO at InstaKin (YC S21),Financial Platform for Migrant Families in America,United States,Fintech,15.0,,100,,Financial Platform for Migrant Families in America,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~15 people) with increasing coordination complexity","Zain, saw how InstaKin is scaling. What you're building at InstaKin looks interesting. Curious how you're managing product delivery?","Zain, spent time on InstaKin's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Zain, not trying to be pushy — just thinking about InstaKin's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Zain, one more thought: InstaKin is solving what you're building at InstaKin — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Zain, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for InstaKin.","Zain, last note from me — leaving the door open whenever the timing works. Loved what you're building at InstaKin.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
82956850-8d01-429d-b662-f0c403fef630,https://www.linkedin.com/in/anhthochuong,Anh-Tho CHUONG,Anh-Tho,Lago,https://www.linkedin.com/in/anhthochuong,https://www.getlago.com/,Founder/CEO at Lago (YC S21),Open Source Metering and Usage Based Billing,United States,"Fintech, SaaS",32.0,,100,,"Open Source Metering and Usage Based Billing. Lago is the open-source alternative to Stripe, with a laser focus on transparency, metering, developer experience, and composability: addressing complex pricing grids and business workflows",YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Engineering team being pulled into product decisions instead of shipping | Growing team (~32 people) with increasing coordination complexity","Anh-Tho, saw how Lago is scaling. What you're building at Lago looks interesting. Curious how you're managing keeping engineers focused on building?","Anh-Tho, spent time on Lago's product — genuinely interesting problem space. How are you currently handling keeping engineers focused on building as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Anh-Tho, not trying to be pushy — just thinking about Lago's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Anh-Tho, one more thought: Lago is solving what you're building at Lago — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Anh-Tho, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for Lago.","Anh-Tho, last note from me — leaving the door open whenever the timing works. Loved what you're building at Lago.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,22,39
4b16be34-6e46-4257-a0bf-6fb55052ecf4,https://www.linkedin.com/in/maomorales,Mauricio Morales,Mauricio,DailyBot,https://www.linkedin.com/in/maomorales,https://www.dailybot.com/,Founder/CEO at DailyBot (YC S21),AI Assistant and Chat Add-ons for Work,United States,"Developer Tools, SaaS, Collaboration",12.0,,100,,AI Assistant and Chat Add-ons for Work. DailyBot is a chat AI Assistant and Workflow Automation platform,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~12 people) with increasing coordination complexity","Mauricio, saw how DailyBot is scaling. What you're building at DailyBot looks interesting. Curious how you're managing product delivery?","Mauricio, spent time on DailyBot's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Mauricio, not trying to be pushy — just thinking about DailyBot's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Mauricio, one more thought: DailyBot is solving what you're building at DailyBot — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Mauricio, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for DailyBot.","Mauricio, last note from me — leaving the door open whenever the timing works. Loved what you're building at DailyBot.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
bc36b33b-0ca5-40a4-82bb-6584ba3bbf66,https://www.linkedin.com/in/jonathan-baker,Jonathan Baker,Jonathan,AlgoViral,https://www.linkedin.com/in/jonathan-baker,https://algoviral.com,Founder/CEO at AlgoViral (YC S21),Your full-service viral growth engine for TikTok & Instagram,United States,Technology,10.0,,100,,Your full-service viral growth engine for TikTok & Instagram. Go viral,YC S21,,,,"Founder/CEO likely juggling product decisions, hiring, and operations without a PM | Growing team (~10 people) with increasing coordination complexity","Jonathan, saw how AlgoViral is scaling. What you're building at AlgoViral looks interesting. Curious how you're managing product delivery?","Jonathan, spent time on AlgoViral's product — genuinely interesting problem space. How are you currently handling product delivery as the team scales? Happy to share what fractional PM support looks like — no full-time hire needed.","Jonathan, not trying to be pushy — just thinking about AlgoViral's roadmap. What does your current delivery process look like? Happy to share what's worked for similar-stage teams without any commitment.","Jonathan, one more thought: AlgoViral is solving what you're building at AlgoViral — that kind of product velocity needs tight PM support. Would a quick 15-min call make sense?","Jonathan, if the timing isn't right for fractional PM support, no worries at all — would you know another founder in a similar situation? Either way, rooting for AlgoViral.","Jonathan, last note from me — leaving the door open whenever the timing works. Loved what you're building at AlgoViral.",Found,migrated,2026-03-11 17:24:53.303771+00:00,2026-03-11 17:24:53.303771+00:00,19,36
